house_id,ukut_id,ИТП,Дата введения,Марка,система,точка расположения,номер прибора,Дата поверки,Дата очередной поверки,Повторный ввод,Год поверки,arshin,vri_id,org_title,mit_number,mit_title,mit_notation,mi_modification,mi_number,verification_date,valid_date,result_docnum,applicability,sticker_num
aleschenkova-13,aleschenkova-13-itp1,ИТП-1,14/09/2009,ПРЭМ-Д-40,отопление,Т-2,229520,,26/03/2029,до 15.09.2025,поверка 2025,1,1-421786929,"ФБУ ""УРАЛТЕСТ""",17858-06,Преобразователи расхода электромагнитные,ПРЭМ,ПРЭМ,229520,27.03.2025,26.03.2029,С-СЕ/27-03-2025/421786929,true,
aleschenkova-13,aleschenkova-13-itp1,ИТП-1,14/09/2009,КТПТР-01-100,отопление,термопары,4141/4141а,,25/03/2029,до 15.09.2025,поверка 2025,1,1-420839179,"ФБУ ""УРАЛТЕСТ""",14638-05,Комплекты термометров (термопреобразователей) платиновых технических разностных,КТПТР,КТПТР-01,4141/4141А,26.03.2025,25.03.2029,С-СЕ/26-03-2025/420839179,true,
aleschenkova-13,aleschenkova-13-itp1,ИТП-1,14/09/2009,МФ 2.2.1-Б-25,гвс,Т-3,201025714,,22/07/2028,до 15.09.2025,поверка 2024,1,1-357096881,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,201025714,23.07.2024,22.07.2028,С-СЕ/23-07-2024/357096881,true,
aleschenkova-13,aleschenkova-13-itp1,ИТП-1,14/09/2009,МФ 2.2.1-Б-20,гвс,Т-4,201045708,,22/07/2028,до 15.09.2025,поверка 2024,1,1-357096879,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,201045708,23.07.2024,22.07.2028,С-СЕ/23-07-2024/357096879,true,
aleschenkova-13,aleschenkova-13-itp1,ИТП-1,14/09/2009,КТПТР-01-100,гвс,термопары,4287/4287а,,25/03/2029,до 15.09.2025,поверка 2025,1,1-420839177,"ФБУ ""УРАЛТЕСТ""",14638-05,Комплекты термометров (термопреобразователей) платиновых технических разностных,КТПТР,КТПТР-01,4287/4287А,26.03.2025,25.03.2029,С-СЕ/26-03-2025/420839177,true,
aleschenkova-14,aleschenkova-14-itp1,ИТП-1,27/11/2009,КАРАТ-2001-01,отопление,теплорегистратор,11030409,,08/06/2027,До 15.09.2025,поверка 2023,1,1-253933517,"ФБУ ""УРАЛТЕСТ""",30485-05,Теплорегистраторы,КАРАТ,КАРАТ 2001-01,11030409,08.06.2023,07.06.2027,С-СЕ/08-06-2023/253933517,true,
aleschenkova-14,aleschenkova-14-itp1,ИТП-1,27/11/2009,ПРЭМ-Д-40,отопление,Т-1,233364,,26/03/2029,До 15.09.2025,поверка 2024,1,1-421786920,"ФБУ ""УРАЛТЕСТ""",17858-06,Преобразователи расхода электромагнитные,ПРЭМ,ПРЭМ,233364,27.03.2025,26.03.2029,С-СЕ/27-03-2025/421786920,true,
aleschenkova-14,aleschenkova-14-itp1,ИТП-1,27/11/2009,ПРЭМ-Д-40,отопление,Т-2,233336,,26/03/2029,До 15.09.2025,поверка 2024,1,1-421786922,"ФБУ ""УРАЛТЕСТ""",17858-06,Преобразователи расхода электромагнитные,ПРЭМ,ПРЭМ,233336,27.03.2025,26.03.2029,С-СЕ/27-03-2025/421786922,true,
aleschenkova-14,aleschenkova-14-itp1,ИТП-1,27/11/2009,КТПТР-01-100,отопление,термопары,3948/3948а,,25/03/2029,До 15.09.2025,поверка 2024,1,1-420839181,"ФБУ ""УРАЛТЕСТ""",14638-05,Комплекты термометров (термопреобразователей) платиновых технических разностных,КТПТР,КТПТР-01,3948/3948А,26.03.2025,25.03.2029,С-СЕ/26-03-2025/420839181,true,
aleschenkova-14,aleschenkova-14-itp1,ИТП-1,27/11/2009,МФ 2.2.1-Б-25,гвс,Т-3,201026634,,26/03/2029,До 15.09.2025,поверка 2024,1,1-420568530,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,201026634,26.03.2025,25.03.2029,С-СЕ/26-03-2025/420568530,true,
aleschenkova-14,aleschenkova-14-itp1,ИТП-1,27/11/2009,МФ 5.2.1-Б-15,гвс,Т-4,201026447,,26/03/2029,До 15.09.2025,поверка 2024,1,1-420568042,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,201026447,26.03.2025,25.03.2029,С-СЕ/26-03-2025/420568042,true,
aleschenkova-14,aleschenkova-14-itp1,ИТП-1,27/11/2009,КТПТР-01-100,гвс,термопары,17310/17310а,,02/12/2028,До 15.09.2025,замена 2024,1,1-353424796,"ГБУ ""ИМЦ""",14638-05,Комплекты термометров (термопреобразователей) платиновых технических разностных,КТПТР,КТПТР-01,17310/17310А,10.06.2024,,И-ДЛС/10-06-2024/353424796,false,
aleschenkova-16,aleschenkova-16-itp1,ИТП-1,11/02/2013,КАРАТ-2001-01,отопление,теплорегистратор,15715019,,13/06/2028,до 15.09.2025,поверка 2024,1,1-346971491,"ООО ПП ""ТЕХНОЛОГИЯ""",61255-15,Вычислители,КАРАТ,КАРАТ-307 6V6T6P,15715019,14.06.2024,13.06.2028,С-БУТ/14-06-2024/346971491,true,
aleschenkova-16,aleschenkova-16-itp1,ИТП-1,11/02/2013,ЭРСВ-420Л-40,отопление,Т-1,1440453,,05/07/2026,до 15.09.2025,поверка 2022,1,1-168364140,ООО «Метроконтроль»,52856-13,Расходомеры-счетчики электромагнитные,ВЗЛЕТ ЭР мод. Лайт М,ЭРСВ-440Л В,1440453,05.07.2022,04.07.2026,С-ДШТ/05-07-2022/168364140,true,
aleschenkova-16,aleschenkova-16-itp1,ИТП-1,11/02/2013,ЭРСВ-420Л-40,отопление,Т-2,1200429,,02/07/2028,до 15.09.2025,поверка 2024,4,,,,,,,,,,,,
aleschenkova-16,aleschenkova-16-itp1,ИТП-1,11/02/2013,КТСП-Н-80,отопление,термопары,38885г/38885х,,06/06/2028,до 15.09.2025,поверка 2024,1,1-345385551,"ООО ПП ""ТЕХНОЛОГИЯ""",38878-12,Комплекты термопреобразователей сопротивления,КТСП-Н,КТСП-Н,38885Г/38885Х,07.06.2024,06.06.2028,С-БУТ/07-06-2024/345385551,true,
aleschenkova-16,aleschenkova-16-itp1,ИТП-1,11/02/2013,ЭРСВ-420Л-25,гвс,Т-3,1154876,,16/07/2028,до 15.09.2025,поверка 2024,3,,,,,,,,,,,,
aleschenkova-16,aleschenkova-16-itp1,ИТП-1,11/02/2013,ЭРСВ-420Л-20,гвс,Т-4,1159681,,16/07/2028,до 15.09.2025,поверка 2024,1,1-357096821,"ФБУ ""УРАЛТЕСТ""",20293-10,Расходомеры-счетчики электромагнитные,ВЗЛЕТ ЭР,ВЗЛЕТ ЭР,1159681,16.07.2024,15.07.2028,С-СЕ/16-07-2024/357096821,true,
aleschenkova-16,aleschenkova-16-itp1,ИТП-1,11/02/2013,КТПТР-06-45,гвс,термопары,5765/5765А,,07/06/2028,до 15.09.2025,поверка 2024,2,,,,,,,,,,,,
aleschenkova-18,aleschenkova-18-itp1,ИТП-1,24/05/2012,КАРАТ-2001-01,отопление,теплорегистратор,20940312,,07/06/2027,до 15.09.2025,поверка 2023,1,1-253934043,"ФБУ ""УРАЛТЕСТ""",30485-10,Теплорегистраторы,КАРАТ,КАРАТ мод.2001-01,20940312,08.06.2023,07.06.2027,С-СЕ/08-06-2023/253934043,true,
aleschenkova-18,aleschenkova-18-itp1,ИТП-1,24/05/2012,ЭРСВ-420Л-40,отопление,Т-1,01148087,,25/06/2027,до 15.09.2025,поверка 2023,0,,,,,,,,,,,,
aleschenkova-18,aleschenkova-18-itp1,ИТП-1,24/05/2012,ЭРСВ-420Л-40,отопление,Т-2,1135547,,25/06/2027,до 15.09.2025,поверка 2023,3,,,,,,,,,,,,
aleschenkova-18,aleschenkova-18-itp1,ИТП-1,24/05/2012,КТСП-Н-100,отопление,термопары,30481х/г,,30/05/2026,до 15.09.2025,поверка 2022,0,,,,,,,,,,,,
aleschenkova-18,aleschenkova-18-itp1,ИТП-1,24/05/2012,ЭРСВ-420Л-25,гвс,Т-3,01102813,,25/06/2027,до 15.09.2025,поверка 2023,0,,,,,,,,,,,,
aleschenkova-18,aleschenkova-18-itp1,ИТП-1,24/05/2012,ЭРСВ-420Л-20,гвс,Т-4,01134561,,17/07/2027,до 15.09.2025,поверка 2023,0,,,,,,,,,,,,
aleschenkova-18,aleschenkova-18-itp1,ИТП-1,24/05/2012,КТПТР-06-45,гвс,термопары,322/322А,,18/06/2029,до 15.09.2025,поверка 2025,1,1-441259127,"ФБУ ""УРАЛТЕСТ""",46156-10,Комплекты термометров сопротивления из платины технических разностных,"КТПТР-01, КТПТР-03, КТПТР-06, КТПТР-07, КТПТР-08",КТПТР-06,322/322А,19.06.2025,18.06.2029,С-СЕ/19-06-2025/441259127,true,
aleschenkova-23,aleschenkova-23-itp1,ИТП-1,23/12/2012,КАРАТ-2001-01,отопление,теплорегистратор,23091112,,01/09/2028,до 15.09.2025,поверка 2024,3,,,,,,,,,,,,
aleschenkova-23,aleschenkova-23-itp1,ИТП-1,23/12/2012,ЭРСВ-420Л-40,отопление,Т-1,1207080,,04/09/2028,до 15.09.2025,поверка 2024,4,,,,,,,,,,,,
aleschenkova-23,aleschenkova-23-itp1,ИТП-1,23/12/2012,ЭРСВ-420Л-40,отопление,Т-2,1200373,,04/09/2028,до 15.09.2025,поверка 2024,4,,,,,,,,,,,,
aleschenkova-23,aleschenkova-23-itp1,ИТП-1,23/12/2012,КТСП-Н-80,отопление,термопары,36108х/36108г,,31/05/2026,до 15.09.2025,поверка 2022,0,,,,,,,,,,,,
aleschenkova-23,aleschenkova-23-itp1,ИТП-1,23/12/2012,ЭРСВ-420Л-25,гвс,Т-3,1201104,,16/09/2028,до 15.09.2025,поверка 2024,6,,,,,,,,,,,,
aleschenkova-23,aleschenkova-23-itp1,ИТП-1,23/12/2012,ЭРСВ-420Л-20,гвс,Т-4,1156970,,10/09/2028,до 15.09.2025,поверка 2024,3,,,,,,,,,,,,
aleschenkova-23,aleschenkova-23-itp1,ИТП-1,23/12/2012,КТПТР-06-45,гвс,термопары,3440А/3440,,29/08/2028,до 15.09.2025,поверка 2024,0,,,,,,,,,,,,
aleschenkova-25,aleschenkova-25-osnovnoy,Основной,11/02/2013,КАРАТ-2001-01,отопление,теплорегистратор,23081112,,04/09/2028,до 15.09.2025,поверка 2020,1,1-11266562,"ООО ""УК ""ДОМОВОЙ""",15655-00,Теплорегистраторы,Карат,Карат,23081112,04.08.2020,03.08.2023,Нетданных,true,20015354678
aleschenkova-25,aleschenkova-25-osnovnoy,Основной,11/02/2013,ЭРСВ-420Л-32,отопление,Т-1,1241391,,16/09/2028,до 15.09.2025,поверка 2020,2,,,,,,,,,,,,
aleschenkova-25,aleschenkova-25-osnovnoy,Основной,11/02/2013,ЭРСВ-420Л-32,отопление,Т-2,1244968,,16/09/2028,до 15.09.2025,поверка 2020,1,1-11266538,"ООО ""УК ""ДОМОВОЙ""",20293-10,Расходомеры-счетчики электромагнитные,ВЗЛЕТ ЭР,ВЗЛЕТ ЭР Ду 10-50,1244968,05.08.2020,04.08.2024,Нетданных,true,20015354776
aleschenkova-25,aleschenkova-25-osnovnoy,Основной,11/02/2013,КТСП-Н-80,отопление,термопары,26693г/26693х,,29/08/2028,до 15.09.2025,поверка 2020,0,,,,,,,,,,,,
aleschenkova-25,aleschenkova-25-osnovnoy,Основной,11/02/2013,ЭРСВ-420Л-25,гвс,Т-3,1208030,,16/09/2028,до 15.09.2025,поверка 2020,4,,,,,,,,,,,,
aleschenkova-25,aleschenkova-25-osnovnoy,Основной,11/02/2013,ТПТ-60,гвс,термопара,2184г,,29/08/2028,до 15.09.2025,поверка 2020,0,,,,,,,,,,,,
aleschenkova-25,aleschenkova-25-osnovnoy,Основной,11/02/2013,ЭРСВ-420Л-20,гвс,Т-4,1148194,,10/09/2028,до 15.09.2025,поверка 2020,2,,,,,,,,,,,,
aleschenkova-25,aleschenkova-25-osnovnoy,Основной,11/02/2013,КТПТР-06-45,гвс,термопара,3974,,29/08/2028,до 15.09.2025,поверка 2020,137,,,,,,,,,,,,
aleschenkova-25,aleschenkova-25-osnovnoy,Основной,11/02/2013,ЭРСВ-420Л-20,гвс,Т-4,1206142,,16/09/2028,до 15.09.2025,поверка 2020,1,1-11266530,"ООО ""УК ""ДОМОВОЙ""",20293-10,Расходомеры-счетчики электромагнитные,ВЗЛЕТ ЭР,ВЗЛЕТ ЭР Ду 10-50,1206142,05.08.2020,04.08.2024,Нетданных,true,20015354764
aleschenkova-25,aleschenkova-25-osnovnoy,Основной,11/02/2013,КТПТР-06-45,гвс,термопара,3974А,,29/08/2028,до 15.09.2025,поверка 2020,0,,,,,,,,,,,,
aleschenkova-25,aleschenkova-25-vspomogatelnyy1,Вспомогательный 1,11/02/2013,КАРАТ-307,отопление,теплорегистратор,09654322,,07/11/2026,до 15.09.2025,замена 2022,2,,,,,,,,,,,,
aleschenkova-25,aleschenkova-25-vspomogatelnyy1,Вспомогательный 1,11/02/2013,ЭРСВ-420Л-25,отопление,Т-1,1220443,,16/09/2028,до 15.09.2025,поверка 2020,2,,,,,,,,,,,,
aleschenkova-25,aleschenkova-25-vspomogatelnyy1,Вспомогательный 1,11/02/2013,ЭРСВ-420Л-25,отопление,Т-2,1220147,,10/09/2028,до 15.09.2025,поверка 2020,2,,,,,,,,,,,,
aleschenkova-25,aleschenkova-25-vspomogatelnyy1,Вспомогательный 1,11/02/2013,КТСП-Н-80,отопление,термопары,38889х/38889г,,29/08/2028,до 15.09.2025,поверка 2020,0,,,,,,,,,,,,
aleschenkova-25,aleschenkova-25-vspomogatelnyy2,Вспомогательный 2,11/02/2013,ЭРСВ-420Л-25,гвс,Т-3,1149297,,16/09/2028,до 15.09.2025,поверка 2020,1,1-11267738,"ООО ""УК ""ДОМОВОЙ""",20293-10,Расходомеры-счетчики электромагнитные,ВЗЛЕТ ЭР,ВЗЛЕТ ЭР Ду 10-50,1149297,04.08.2020,03.08.2024,Нетданных,true,20015354734
aleschenkova-25,aleschenkova-25-vspomogatelnyy2,Вспомогательный 2,11/02/2013,ЭРСВ-420Л-20,гвс,Т-4,1221304,,16/09/2028,до 15.09.2025,поверка 2020,2,,,,,,,,,,,,
aleschenkova-25,aleschenkova-25-vspomogatelnyy2,Вспомогательный 2,11/02/2013,КТСП-Н-80,гвс,термопары,26681х/26681г,,29/08/2028,до 15.09.2025,поверка 2020,0,,,,,,,,,,,,
bazhova-12,bazhova-12-itp1,ИТП-1,14/07/2015,ВСКМ-90-25,гвс,Т-3,211100163,,22/11/2027,до 05.10.2027,Замена 2022,0,,,,,,,,,,,,
bazhova-12,bazhova-12-itp1,ИТП-1,14/07/2015,ВСКМ-90-20,гвс,Т-4,211300882,,05/10/2027,до 05.10.2027,Замена 2022,0,,,,,,,,,,,,
bazhova-26,bazhova-26-itp1,ИТП-1,17/12/2013,КАРАТ-307,отопление,теплорегистратор,32294020,,13/06/2028,до 15.09.2025,замена 2024,1,1-346969269,"ООО ПП ""ТЕХНОЛОГИЯ""",61255-15,Вычислители,КАРАТ,КАРАТ-307 6V6T6P,32294020,14.06.2024,13.06.2028,С-БУТ/14-06-2024/346969269,true,
bazhova-26,bazhova-26-itp1,ИТП-1,17/12/2013,МФ 2.2.1-Б-25,отопление,Т-1,025005015,,15/06/2025,до 15.09.2025,поверка 2021,1,1-70823683,ООО «Метроконтроль»,31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.2.1-Б-25,025005015,15.06.2021,14.06.2025,С-ДШТ/15-06-2021/70823683,true,
bazhova-26,bazhova-26-itp1,ИТП-1,17/12/2013,МФ 2.2.1-Б-25,отопление,Т-2,025005018,,15/06/2025,до 15.09.2025,поверка 2021,1,1-70823688,ООО «Метроконтроль»,31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.2.1-Б-25,025005018,15.06.2021,14.06.2025,С-ДШТ/15-06-2021/70823688,true,
bazhova-26,bazhova-26-itp1,ИТП-1,17/12/2013,КТСП-Н-60,отопление,термопары,25095х/25095г,,06/06/2028,до 15.09.2025,поверка 2024,0,,,,,,,,,,,,
bazhova-26,bazhova-26-itp1,ИТП-1,17/12/2013,МФ 2.2.1-Б-20,гвс,Т-3,020006404,,15/06/2025,до 15.09.2025,поверка 2021,1,1-70823672,ООО «Метроконтроль»,31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.2.1-Б-20,020006404,15.06.2021,14.06.2025,С-ДШТ/15-06-2021/70823672,true,
bazhova-26,bazhova-26-itp1,ИТП-1,17/12/2013,МФ 2.2.1-Б-20,гвс,Т-4,020006405,,15/06/2025,до 15.09.2025,поверка 2021,1,1-70823677,ООО «Метроконтроль»,31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.2.1-Б-20,020006405,15.06.2021,14.06.2025,С-ДШТ/15-06-2021/70823677,true,
bazhova-26,bazhova-26-itp1,ИТП-1,17/12/2013,КТПТР-06-45,гвс,термопары,3507/3507А,,08/06/2025,до 15.09.2025,поверка 2021,3,,,,,,,,,,,,
bazhova-30,bazhova-30-itp1,ИТП-1,22/12/2010,КАРАТ-2001-01,отопление,теплорегистратор,00672419,,08/06/2027,До 15.06.2025,поверка 2023,3,,,,,,,,,,,,
bazhova-30,bazhova-30-itp1,ИТП-1,22/12/2010,МФ 2.2.1-Б-25,отопление,Т-1,025001861,,26/06/2027,До 15.06.2025,поверка 2023,1,1-257200341,"ФБУ ""УРАЛТЕСТ""",31001-08,Преобразователи расхода электромагнитные,МастерФлоу,исп. МФ-2.21-Б-25,025001861,26.06.2023,25.06.2027,С-СЕ/26-06-2023/257200341,true,
bazhova-30,bazhova-30-itp1,ИТП-1,22/12/2010,МФ 2.2.1-Б-25,отопление,Т-2,201042252,,25/06/2027,До 15.06.2025,поверка 2023,1,1-257200450,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,201042252,26.06.2023,25.06.2027,С-СЕ/26-06-2023/257200450,true,
bazhova-30,bazhova-30-itp1,ИТП-1,22/12/2010,КТПТР-01-60,отопление,термопары,2649/2649А,,14/06/2026,До 15.06.2025,поверка 2022,4,,,,,,,,,,,,
bazhova-30,bazhova-30-itp1,ИТП-1,22/12/2010,МФ 5.2.1-Б-25,гвс,Т-3,201052025,,15/06/2025,До 15.06.2025,замена 2021,1,1-76078954,"ООО ""ИВТРЕЙД""",73383-18,Преобразователи расхода электромагнитные,МастерФлоу,Б,201052025,15.06.2021,14.06.2025,С-ДФП/15-06-2021/76078954,true,
bazhova-30,bazhova-30-itp1,ИТП-1,22/12/2010,МФ 5.2.1-Б-15,гвс,Т-4,201015349,,26/06/2027,До 15.06.2025,поверка 2023,1,1-257824166,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,исп. МФ-5.21-Б-15,201015349,26.06.2023,25.06.2027,С-СЕ/26-06-2023/257824166,true,
bazhova-30,bazhova-30-itp1,ИТП-1,22/12/2010,КТПТР-06-35,гвс,термопары,1583/1583A,,14/06/2026,До 15.06.2025,поверка 2023,0,,,,,,,,,,,,
